id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,7.5264e+06,1.18164e+08,4704,1600,3
1,6.02112e+06,1.12143e+08,4704,1280,0
2,6.02112e+06,9.85958e+07,4704,1280,0
3,6.02112e+06,6.84902e+07,4704,1280,0
4,7.5264e+06,1.21175e+08,4704,1600,3
5,7.5264e+06,9.03168e+07,4704,1600,3
6,6.02112e+06,9.63379e+07,4704,1280,0
7,6.02112e+06,1.11391e+08,4704,1280,0
8,7.5264e+06,7.60166e+07,4704,1600,0
9,1.58054e+07,1.04617e+08,7056,2240,3
10,7.5264e+06,9.03168e+07,4704,1600,3
11,7.5264e+06,1.0537e+08,4704,1600,3
12,3.61267e+07,1.25691e+08,7056,5120,3
13,6.02112e+06,1.12143e+08,4704,1280,0
14,6.02112e+06,9.85958e+07,4704,1280,0
