id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,2.09019e+09,8.38785e+09,45360,46080,1
1,1.12896e+07,2.5508e+09,7056,1600,0
2,2.09019e+09,8.38333e+09,45360,46080,1
3,2.09019e+09,8.38785e+09,45360,46080,1
4,2.09019e+09,8.38785e+09,45360,46080,1
5,1.0537e+07,4.64099e+09,4704,2240,0
6,2.09019e+09,8.38785e+09,45360,46080,1
7,1.58054e+07,4.64099e+09,7056,2240,3
8,1.65581e+07,4.64099e+09,4704,3520,3
9,1.12896e+07,4.64099e+09,7056,1600,0
10,1.12896e+07,4.64099e+09,7056,1600,0
11,2.09019e+09,8.38785e+09,45360,46080,1
12,2.09019e+09,8.38785e+09,45360,46080,1
13,1.12896e+07,2.5508e+09,7056,1600,0
14,1.12896e+07,4.64099e+09,7056,1600,0
15,1.65581e+07,4.64099e+09,4704,3520,3
16,1.12896e+07,4.64099e+09,7056,1600,0
17,2.09019e+09,8.38785e+09,45360,46080,1
18,2.09019e+09,8.38785e+09,45360,46080,1
19,1.58054e+07,4.64099e+09,7056,2240,3
20,2.09019e+09,8.38333e+09,45360,46080,1
21,2.09019e+09,8.38785e+09,45360,46080,1
22,1.58054e+07,4.64099e+09,7056,2240,3
23,1.12896e+07,4.64099e+09,7056,1600,0
24,1.12896e+07,2.5508e+09,7056,1600,0
25,2.09019e+09,8.38785e+09,45360,46080,1
26,1.12896e+07,4.64099e+09,7056,1600,0
27,2.09019e+09,8.38785e+09,45360,46080,1
28,2.09019e+09,8.38785e+09,45360,46080,1
29,2.09019e+09,8.38785e+09,45360,46080,1
30,1.58054e+07,4.64099e+09,7056,2240,3
31,2.09019e+09,8.38785e+09,45360,46080,1
32,1.12896e+07,2.5508e+09,7056,1600,0
33,2.09019e+09,8.38333e+09,45360,46080,1
34,2.09019e+09,8.38333e+09,45360,46080,1
35,1.12896e+07,4.64099e+09,7056,1600,0
36,1.12896e+07,4.64099e+09,7056,1600,0
37,1.0537e+07,4.64099e+09,4704,2240,0
38,2.09019e+09,8.38785e+09,45360,46080,1
39,1.12896e+07,4.64099e+09,7056,1600,0
40,1.65581e+07,4.64099e+09,4704,3520,3
41,2.09019e+09,8.38785e+09,45360,46080,1
42,1.12896e+07,2.5508e+09,7056,1600,0
43,1.12896e+07,4.64099e+09,7056,1600,0
44,1.12896e+07,4.64099e+09,7056,1600,0
45,2.09019e+09,8.38785e+09,45360,46080,1
46,2.09019e+09,8.38785e+09,45360,46080,1
47,1.58054e+07,4.64099e+09,7056,2240,3
48,1.58054e+07,4.64099e+09,7056,2240,3
49,1.12896e+07,2.5508e+09,7056,1600,0
50,2.09019e+09,8.38333e+09,45360,46080,1
51,2.09019e+09,8.38785e+09,45360,46080,1
52,1.0537e+07,4.64099e+09,4704,2240,0
53,2.09019e+09,8.38333e+09,45360,46080,1
54,1.0537e+07,4.64099e+09,4704,2240,0
55,1.12896e+07,4.64099e+09,7056,1600,0
56,1.12896e+07,2.5508e+09,7056,1600,0
57,1.12896e+07,2.5508e+09,7056,1600,0
58,2.09019e+09,8.38785e+09,45360,46080,1
59,2.09019e+09,8.38785e+09,45360,46080,1
60,1.58054e+07,4.64099e+09,7056,2240,3
61,2.09019e+09,8.38333e+09,45360,46080,1
62,2.09019e+09,8.38785e+09,45360,46080,1
63,1.58054e+07,4.64099e+09,7056,2240,3
64,2.09019e+09,8.38785e+09,45360,46080,1
65,1.65581e+07,4.64099e+09,4704,3520,3
66,2.09019e+09,8.38785e+09,45360,46080,1
67,2.09019e+09,8.38333e+09,45360,46080,1
