id,is_symmetric_net,is_global_net,is_pin_net,degree,sum_of_degree_of_neighbor_nets,HPWL
0,0,0,0,2,82,14736
1,0,0,0,2,82,16816
2,0,0,0,2,82,14736
3,0,0,0,2,80,16816
4,0,0,0,2,80,14736
5,0,0,0,2,80,16816
6,0,0,0,2,82,16816
7,0,0,0,2,82,14736
8,0,0,0,2,82,16816
9,2,0,1,6,122,134144
10,2,0,1,6,120,171464
11,2,0,1,6,122,186240
12,2,0,1,5,113,211424
13,2,0,1,6,122,215104
14,0,0,1,2,82,136896
15,0,0,0,2,80,14736
16,2,0,1,6,122,208160
17,0,0,1,2,82,95536
18,0,0,1,2,82,137856
19,0,0,0,2,82,16816
20,0,0,1,2,80,140336
21,0,0,1,2,80,95376
22,0,0,0,2,82,14736
23,2,0,1,5,113,288640
24,2,0,1,6,122,208760
25,2,0,1,6,122,200960
26,2,0,1,6,120,252424
27,0,0,0,2,82,14736
28,0,0,0,2,82,14736
29,0,1,0,32,204,288640
30,2,0,1,6,122,165600
31,0,0,1,2,82,137856
32,2,0,1,6,120,162128
33,2,0,1,6,120,165824
34,0,0,1,2,82,137856
35,0,0,0,2,82,16816
36,0,0,0,2,82,16816
37,2,0,1,6,122,229440
38,0,1,0,32,220,288640
39,2,0,1,5,113,183600
40,0,0,1,16,140,302400
41,0,0,1,2,82,95376
42,2,0,1,5,113,252424
