id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,1.58054e+07,2.40845e+08,7056,2240,0
1,1.0537e+07,1.87407e+08,4704,2240,0
2,1.0537e+07,1.8816e+08,4704,2240,0
3,2.48371e+07,1.7687e+08,7056,3520,3
4,1.58054e+07,1.49775e+08,7056,2240,3
5,1.0537e+07,1.63323e+08,4704,2240,1
6,1.0537e+07,1.7386e+08,4704,2240,3
7,1.58054e+07,1.63323e+08,7056,2240,0
8,1.0537e+07,2.40845e+08,4704,2240,0
9,1.0537e+07,2.40845e+08,4704,2240,0
10,1.65581e+07,1.89665e+08,4704,3520,0
11,1.65581e+07,1.8816e+08,4704,3520,3
12,1.0537e+07,1.49775e+08,4704,2240,0
13,2.48371e+07,2.40845e+08,7056,3520,3
14,1.0537e+07,2.40845e+08,4704,2240,0
15,1.58054e+07,1.66333e+08,7056,2240,0
16,1.0537e+07,1.7386e+08,4704,2240,1
