id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,1.58054e+07,1.01757e+09,7056,2240,0
1,2.63424e+07,9.84614e+08,16464,1600,0
2,1.12896e+07,1.01703e+09,7056,1600,3
3,1.01606e+08,9.14619e+08,21168,4800,3
4,6.2496e+07,8.34893e+08,12600,4960,2
5,2.7095e+07,9.45316e+08,21168,1280,0
6,2.00202e+08,9.45316e+08,32928,6080,0
7,1.24186e+08,1.11869e+09,11760,10560,3
8,1.8816e+07,9.45316e+08,11760,1600,3
9,2.48371e+07,9.45316e+08,7056,3520,3
10,1.58054e+07,1.40217e+09,7056,2240,0
11,1.65581e+07,8.77793e+08,4704,3520,0
12,1.2096e+06,3.86292e+08,840,1440,1
13,1.12896e+07,7.96293e+08,7056,1600,3
14,1.80634e+08,1.51377e+09,11760,15360,3
15,2.25792e+07,8.12099e+08,11760,1920,0
16,2.7095e+07,7.96293e+08,21168,1280,0
17,1.50528e+07,1.01703e+09,11760,1280,0
18,1.31712e+08,1.04934e+09,11760,11200,3
19,3.06432e+07,2.61354e+08,9576,3200,2
20,1.2096e+06,2.61354e+08,840,1440,1
21,1.2096e+06,2.61354e+08,840,1440,1
22,8.5801e+07,9.07899e+08,14112,6080,0
23,1.2096e+06,3.59412e+08,840,1440,1
24,2.75789e+07,2.23453e+08,9576,2880,2
25,1.2096e+06,8.34893e+08,840,1440,1
26,1.58054e+07,9.45316e+08,7056,2240,0
27,1.2096e+06,8.34893e+08,840,1440,1
28,4.96742e+07,1.27884e+09,14112,3520,3
29,2.25792e+07,7.96293e+08,4704,4800,0
30,2.75789e+07,2.23453e+08,9576,2880,2
31,1.2096e+06,3.59412e+08,840,1440,1
32,2.25792e+07,1.0459e+09,11760,1920,0
33,3.91373e+08,1.10434e+09,11760,33280,3
34,3.68794e+07,9.19887e+08,16464,2240,3
35,1.50528e+07,7.96293e+08,11760,1280,0
36,8.80589e+07,9.84614e+08,21168,4160,0
37,3.06432e+07,2.61354e+08,9576,3200,2
38,2.7095e+07,9.45316e+08,21168,1280,0
39,1.2096e+06,3.86292e+08,840,1440,1
40,6.2496e+07,8.34893e+08,12600,4960,2
