id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,6.2496e+07,4.46557e+08,12600,4960,2
1,8.65536e+07,8.78116e+08,11760,7360,3
2,1.57302e+08,1.399e+09,25872,6080,3
3,6.2496e+07,4.46557e+08,12600,4960,2
4,2.06976e+06,4.46557e+08,1176,1760,1
5,2.06976e+06,4.46557e+08,1176,1760,1
6,2.06976e+06,1.05273e+09,1176,1760,1
7,8.5801e+07,7.1275e+08,14112,6080,3
8,1.16364e+08,1.05273e+09,18648,6240,2
9,1.16364e+08,1.05273e+09,18648,6240,2
10,1.65581e+07,7.24792e+08,4704,3520,0
11,2.48371e+07,6.57055e+08,7056,3520,3
12,2.06976e+06,1.05273e+09,1176,1760,1
13,1.65581e+07,7.24792e+08,4704,3520,0
14,5.79533e+07,7.24792e+08,25872,2240,0
15,7.15008e+07,9.39725e+08,11760,6080,3
16,3.01056e+08,1.38991e+09,11760,25600,3
17,4.96742e+07,7.24792e+08,14112,3520,0
18,1.65581e+07,7.24792e+08,4704,3520,3
19,1.58054e+07,6.57055e+08,7056,2240,0
20,1.58054e+07,1.03639e+09,7056,2240,0
21,2.48371e+07,7.24792e+08,7056,3520,3
22,2.06976e+06,3.64493e+08,1176,1760,1
23,5.19322e+07,7.28932e+08,7056,7360,0
24,1.58054e+07,7.24792e+08,7056,2240,0
25,8.65536e+07,1.01537e+09,11760,7360,3
26,2.06976e+06,3.64493e+08,1176,1760,1
27,2.7095e+08,1.19498e+09,21168,12800,3
