id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,1.36282e+07,4.25204e+09,6552,2080,2
1,1.36282e+07,4.2701e+09,6552,2080,2
2,1.36282e+07,4.25204e+09,6552,2080,2
3,1.99181e+07,5.03731e+07,6552,3040,2
4,2.09019e+09,4.25204e+09,45360,46080,1
5,9.03168e+06,1.52195e+08,7056,1280,0
6,9.03168e+06,1.52195e+08,7056,1280,0
7,4.29005e+07,4.33257e+09,7056,6080,3
8,1.0537e+07,4.35249e+09,4704,2240,0
9,2.48371e+07,4.33257e+09,7056,3520,0
10,9.03168e+06,4.30532e+09,7056,1280,0
11,2.09019e+09,4.25204e+09,45360,46080,1
12,1.0537e+07,4.35249e+09,4704,2240,0
13,1.99181e+07,5.03731e+07,6552,3040,2
14,1.36282e+07,4.2701e+09,6552,2080,2
15,2.09019e+09,4.2701e+09,45360,46080,1
16,9.03168e+06,4.30532e+09,7056,1280,0
17,2.09019e+09,4.2701e+09,45360,46080,1
