id,is_symmetric_net,is_global_net,is_pin_net,degree,sum_of_degree_of_neighbor_nets,HPWL
0,0,0,0,2,80,5344
1,0,0,0,2,80,3520
2,0,0,0,2,80,3520
3,0,0,0,2,82,5344
4,0,0,0,2,82,3520
5,2,0,1,5,113,83680
6,0,0,1,2,80,69712
7,2,0,1,6,122,54256
8,2,0,1,5,113,84256
9,2,0,1,6,122,72544
10,0,0,0,2,82,3520
11,0,0,1,2,82,33256
12,2,0,1,5,113,72576
13,0,0,0,2,82,3520
14,2,0,1,6,120,70072
15,2,0,1,6,122,95216
16,2,0,1,6,120,91536
17,0,0,1,2,82,72376
18,2,0,1,6,122,64552
19,0,0,1,2,82,25024
20,2,0,1,6,122,58072
21,0,0,1,2,80,76000
22,2,0,1,6,122,115440
23,0,0,0,2,82,5344
24,0,0,1,2,82,58768
25,2,0,1,6,122,46096
26,0,0,1,2,82,25024
27,0,0,1,16,140,90240
28,0,0,0,2,82,5344
29,2,0,1,6,122,58912
30,2,0,1,6,120,60832
31,0,0,0,2,82,3520
32,0,0,0,2,82,5344
33,0,0,0,2,80,5344
34,2,0,1,6,120,106960
35,0,0,0,2,82,3520
36,0,0,0,2,82,5344
37,2,0,1,5,113,92272
38,0,0,1,2,82,76000
39,0,0,0,2,82,5344
40,0,1,0,32,204,87680
41,0,1,0,32,220,92272
42,0,0,0,2,82,3520
