id,is_symmetric_net,is_global_net,is_pin_net,degree,sum_of_degree_of_neighbor_nets,HPWL
0,0,0,0,2,54,7584
1,0,0,0,2,47,8640
2,2,0,0,2,54,15360
3,2,0,0,2,54,2880
4,2,0,0,2,54,15360
5,2,0,0,2,54,2880
6,0,0,0,2,57,6624
7,0,1,0,19,116,60712
8,0,0,1,8,96,51184
9,0,0,0,2,57,3048
10,0,0,1,8,44,49760
11,2,0,1,2,45,33432
12,2,0,0,2,34,10240
13,2,0,0,2,34,4800
14,0,0,0,2,67,16976
15,0,0,0,4,50,7264
16,0,0,1,8,96,49088
17,0,0,0,2,50,13360
18,0,0,0,5,71,28752
19,0,0,0,6,76,53344
20,0,0,0,2,30,4704
21,0,0,1,4,51,49568
22,2,0,1,2,45,57112
23,2,0,0,2,53,2880
24,0,1,0,20,112,61200
25,0,0,1,4,31,34912
26,0,0,0,3,51,16464
27,0,0,0,4,51,7264
28,0,0,0,3,56,24176
29,2,0,0,2,53,5120
30,0,0,0,2,54,16560
31,0,0,1,4,51,49408
