id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,4.74163e+07,3.59762e+08,21168,2240,3
1,4.29005e+07,3.20625e+08,7056,6080,3
2,1.58054e+07,3.04819e+08,7056,2240,0
3,1.58054e+07,4.0191e+08,7056,2240,0
4,1.58054e+07,4.17715e+08,7056,2240,0
5,1.65581e+07,2.29555e+08,4704,3520,0
6,4.13952e+07,3.84599e+08,11760,3520,3
7,1.0838e+08,4.17715e+08,21168,5120,3
8,2.48371e+07,3.01809e+08,7056,3520,3
9,2.48371e+07,3.01809e+08,7056,3520,3
10,1.65581e+07,1.82139e+08,4704,3520,0
11,1.58054e+07,4.17715e+08,7056,2240,0
12,1.65581e+07,3.7632e+08,4704,3520,0
13,1.65581e+07,3.34925e+08,4704,3520,0
14,1.58054e+07,4.0191e+08,7056,2240,0
15,1.58054e+07,3.04819e+08,7056,2240,0
