id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,2.03213e+07,5.40396e+08,7056,2880,0
1,7.5264e+06,1.09133e+09,4704,1600,0
2,7.5264e+06,8.91126e+08,4704,1600,0
3,9.63379e+07,1.0823e+09,9408,10240,3
4,2.03213e+07,5.40396e+08,7056,2880,0
5,7.5264e+06,1.0838e+09,4704,1600,0
6,1.31712e+08,1.15907e+09,11760,11200,3
7,3.38688e+07,8.76073e+08,7056,4800,0
8,2.03213e+07,5.40396e+08,7056,2880,0
9,7.5264e+06,9.88969e+08,4704,1600,0
10,2.03213e+07,5.40396e+08,7056,2880,0
11,6.4727e+07,8.76073e+08,4704,13760,3
12,7.5264e+06,8.91126e+08,4704,1600,0
13,7.22534e+07,8.83599e+08,7056,10240,3
14,1.31712e+08,1.15907e+09,11760,11200,3
15,2.03213e+07,5.40396e+08,7056,2880,0
16,1.58054e+07,8.83599e+08,7056,2240,0
17,1.58054e+07,1.36679e+09,7056,2240,0
18,9.63379e+07,1.0823e+09,9408,10240,3
19,2.03213e+07,5.40396e+08,7056,2880,0
20,7.5264e+06,5.55448e+08,4704,1600,0
21,3.38688e+07,8.76073e+08,7056,4800,0
22,1.35475e+07,1.36679e+09,7056,1920,0
23,1.31712e+08,1.15907e+09,11760,11200,3
24,3.38688e+07,8.76073e+08,7056,4800,0
25,7.5264e+06,6.27702e+08,4704,1600,0
26,7.5264e+06,5.62975e+08,4704,1600,0
27,2.03213e+07,1.36679e+09,7056,2880,0
28,2.03213e+07,5.40396e+08,7056,2880,0
29,2.03213e+07,5.40396e+08,7056,2880,0
30,7.5264e+06,9.81443e+08,4704,1600,0
31,9.03168e+07,1.0823e+09,11760,7680,3
32,7.5264e+06,5.55448e+08,4704,1600,0
33,1.31712e+08,1.15907e+09,11760,11200,3
34,7.5264e+06,5.62975e+08,4704,1600,0
35,7.5264e+06,5.71254e+08,4704,1600,0
