id,is_symmetric_net,is_global_net,is_pin_net,degree,sum_of_degree_of_neighbor_nets,HPWL
0,0,0,0,2,54,44144
1,0,0,0,2,47,8016
2,2,0,0,2,54,10560
3,2,0,0,2,54,5216
4,2,0,0,2,54,12576
5,2,0,0,2,54,3200
6,0,0,0,2,57,27584
7,0,1,0,19,116,79696
8,0,0,1,8,96,58336
9,0,0,0,2,57,2880
10,0,0,1,8,44,56720
11,2,0,1,2,45,35784
12,2,0,0,2,34,4800
13,2,0,0,2,34,10240
14,0,0,0,2,67,6944
15,0,0,0,4,50,7904
16,0,0,1,8,96,81312
17,0,0,0,2,50,20080
18,0,0,0,5,71,48736
19,0,0,0,6,76,37712
20,0,0,0,2,30,4800
21,0,0,1,4,51,56080
22,2,0,1,2,45,42504
23,2,0,0,2,53,13024
24,0,1,0,20,112,79696
25,0,0,1,4,31,63280
26,0,0,0,3,51,24320
27,0,0,0,4,51,7904
28,0,0,0,3,56,49296
29,2,0,0,2,53,8224
30,0,0,0,2,54,53984
31,0,0,1,4,51,55920
