id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,7.5264e+06,9.63379e+07,4704,1600,3
1,1.58054e+07,8.50483e+07,7056,2240,3
2,7.5264e+06,1.09133e+08,4704,1600,0
3,7.5264e+06,1.09133e+08,4704,1600,3
4,6.02112e+06,8.5801e+07,4704,1280,1
5,2.40845e+07,1.24186e+08,4704,5120,3
6,1.58054e+07,8.5801e+07,7056,2240,3
7,1.12896e+07,9.33274e+07,7056,1600,0
8,7.5264e+06,7.75219e+07,4704,1600,0
9,7.5264e+06,1.09133e+08,4704,1600,0
10,7.5264e+06,7.75219e+07,4704,1600,0
11,6.02112e+06,8.5801e+07,4704,1280,1
