id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,2.09019e+09,2.18086e+09,45360,46080,1
1,1.99181e+07,5.63942e+07,6552,3040,2
2,2.09019e+09,2.21698e+09,45360,46080,1
3,1.99181e+07,2.21623e+09,6552,3040,2
4,1.0537e+07,2.16707e+08,4704,2240,0
5,1.65581e+07,2.3069e+09,4704,3520,0
6,4.29005e+07,2.28698e+09,7056,6080,0
7,1.12896e+07,4.35725e+09,7056,1600,0
8,1.65581e+07,2.3069e+09,4704,3520,0
9,1.99181e+07,2.1801e+09,6552,3040,2
10,7.90272e+07,2.28698e+09,7056,11200,3
11,1.99181e+07,5.63942e+07,6552,3040,2
