id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,1.99181e+07,1.49587e+08,6552,3040,2
1,2.9353e+07,2.8138e+08,7056,4160,3
2,5.19322e+07,4.27661e+08,7056,7360,3
3,1.99181e+07,1.49587e+08,6552,3040,2
4,1.2096e+06,1.49587e+08,840,1440,1
5,1.2096e+06,1.49587e+08,840,1440,1
6,1.2096e+06,2.98691e+08,840,1440,1
7,3.46214e+07,2.33318e+08,4704,7360,3
8,3.52397e+07,2.98691e+08,9576,3680,2
9,3.52397e+07,2.98691e+08,9576,3680,2
10,9.03168e+06,2.31813e+08,7056,1280,0
11,1.12896e+07,2.16008e+08,7056,1600,3
12,1.2096e+06,2.98691e+08,840,1440,1
13,9.03168e+06,2.31813e+08,7056,1280,0
14,1.80634e+07,2.31813e+08,7056,2560,0
15,2.48371e+07,3.0869e+08,7056,3520,3
16,7.22534e+07,4.28897e+08,14112,5120,3
17,1.80634e+07,2.31813e+08,7056,2560,0
18,7.5264e+06,2.31813e+08,4704,1600,3
19,9.03168e+06,2.16008e+08,7056,1280,0
20,7.5264e+06,3.24388e+08,4704,1600,0
21,1.0537e+07,2.31813e+08,4704,2240,3
22,1.2096e+06,1.22895e+08,840,1440,1
23,1.80634e+07,2.34232e+08,7056,2560,0
24,7.5264e+06,2.31813e+08,4704,1600,0
25,2.9353e+07,3.2842e+08,7056,4160,3
26,1.2096e+06,1.22895e+08,840,1440,1
27,7.22534e+07,3.6116e+08,14112,5120,3
