id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,1.58054e+07,3.22883e+08,7056,2240,3
1,5.26848e+07,4.09436e+08,4704,11200,3
2,3.38688e+07,4.09436e+08,7056,4800,0
3,4.29005e+07,3.84599e+08,7056,6080,3
4,2.48371e+07,4.10941e+08,7056,3520,0
5,1.65581e+07,3.77825e+08,4704,3520,0
6,4.13952e+07,3.51483e+08,11760,3520,3
7,1.65581e+07,3.51483e+08,4704,3520,0
8,1.58054e+07,4.34273e+08,7056,2240,0
9,2.63424e+07,3.64278e+08,11760,2240,0
10,2.48371e+07,3.84599e+08,7056,3520,0
11,3.31162e+07,4.34273e+08,9408,3520,0
12,7.15008e+07,3.23635e+08,11760,6080,3
13,3.31162e+07,4.77174e+08,9408,3520,0
14,1.58054e+07,3.92125e+08,7056,2240,0
15,4.06426e+07,3.38688e+08,4704,8640,3
16,1.58054e+07,3.51483e+08,7056,2240,0
17,1.58054e+07,3.51483e+08,7056,2240,1
18,1.65581e+07,5.7577e+08,4704,3520,0
19,8.5801e+07,5.04269e+08,14112,6080,3
20,1.8816e+07,3.51483e+08,11760,1600,1
