id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,1.35475e+07,1.18917e+08,4704,2880,3
1,9.03168e+06,1.18917e+08,4704,1920,0
2,9.03168e+06,1.18917e+08,4704,1920,0
3,1.0537e+07,1.31336e+08,4704,2240,3
4,9.03168e+06,1.18917e+08,4704,1920,0
5,1.0537e+07,1.31336e+08,4704,2240,3
6,6.20928e+06,5.45664e+07,3528,1760,2
7,9.03168e+06,1.18917e+08,4704,1920,0
8,9.03168e+06,1.18917e+08,4704,1920,0
9,1.0537e+07,1.31336e+08,4704,2240,3
10,9.03168e+06,1.18917e+08,4704,1920,0
11,9.03168e+06,1.18917e+08,4704,1920,0
12,6.20928e+06,5.45664e+07,3528,1760,2
13,1.0537e+07,1.31336e+08,4704,2240,3
