id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,6.02112e+06,3.94813e+08,4704,1280,0
1,1.40959e+08,4.00835e+08,11592,12160,1
2,6.02112e+06,5.35772e+08,4704,1280,0
3,6.02112e+06,3.94813e+08,4704,1280,0
4,1.40959e+08,4.00835e+08,11592,12160,1
5,1.20422e+07,4.06856e+08,4704,2560,3
6,1.35475e+07,5.42331e+08,4704,2880,3
7,1.35475e+07,3.94813e+08,4704,2880,3
8,7.37587e+07,1.11391e+08,8232,8960,1
9,1.40959e+08,1.78591e+08,11592,12160,1
10,7.37587e+07,1.11391e+08,8232,8960,1
11,1.80634e+07,4.06856e+08,7056,2560,3
12,7.5264e+06,6.76731e+08,4704,1600,3
13,6.02112e+06,1.90633e+08,4704,1280,0
14,7.5264e+06,1.95686e+07,4704,1600,3
15,6.02112e+06,5.35772e+08,4704,1280,0
16,1.20422e+07,8.24248e+08,4704,2560,3
17,1.20422e+07,8.24248e+08,4704,2560,3
18,0,4.29435e+08,0,0,1
19,6.02112e+06,1.90633e+08,4704,1280,0
20,0,4.29435e+08,0,0,1
21,1.40959e+08,1.78591e+08,11592,12160,1
