id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,1.01574e+09,4.10224e+09,31584,32160,1
1,5.26176e+08,3.61267e+09,22680,23200,1
2,1.20422e+07,5.22821e+09,4704,2560,3
3,3.04886e+09,5.68028e+09,54600,55840,1
4,1.01574e+09,5.19926e+09,31584,32160,1
5,6.02112e+06,6.20898e+09,4704,1280,0
6,1.35475e+07,2.14438e+09,4704,2880,3
7,1.35475e+07,9.29446e+09,4704,2880,3
8,6.02112e+06,4.11428e+09,4704,1280,0
9,7.5264e+06,1.95686e+07,4704,1600,3
10,1.20422e+07,8.25415e+09,4704,2560,3
11,6.02112e+06,5.19324e+09,4704,1280,0
12,1.01574e+09,5.19926e+09,31584,32160,1
13,6.02112e+06,6.20898e+09,4704,1280,0
14,7.5264e+06,4.17586e+09,4704,1600,3
15,1.20422e+07,1.13259e+10,4704,2560,3
16,3.04886e+09,5.68028e+09,54600,55840,1
17,6.02112e+06,5.19324e+09,4704,1280,0
18,1.01574e+09,4.10224e+09,31584,32160,1
19,1.80634e+07,8.25415e+09,7056,2560,3
20,5.26176e+08,3.61267e+09,22680,23200,1
21,6.02112e+06,4.11428e+09,4704,1280,0
