id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,1.15315e+07,3.36e+07,6552,1760,2
1,1.15315e+07,3.36e+07,6552,1760,2
2,4.51584e+06,1.06848e+08,3528,1280,2
3,6.16896e+07,9.78163e+07,7560,8160,1
4,2.25792e+07,1.38459e+08,4704,4800,3
5,1.35475e+07,1.38459e+08,4704,2880,0
6,1.0537e+07,1.4999e+08,4704,2240,0
7,4.51584e+06,9.78163e+07,3528,1280,2
8,7.5264e+06,8.12851e+07,4704,1600,0
9,1.0537e+07,1.4999e+08,4704,2240,0
10,7.5264e+06,1.95633e+08,4704,1600,0
11,6.16896e+07,1.06848e+08,7560,8160,1
