id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,7.90272e+07,1.26444e+09,7056,11200,0
1,7.90272e+07,1.26444e+09,7056,11200,0
2,7.90272e+07,1.26444e+09,7056,11200,0
3,7.90272e+07,1.26444e+09,7056,11200,0
4,7.90272e+07,1.26444e+09,7056,11200,0
5,7.90272e+07,1.26444e+09,7056,11200,0
6,7.90272e+07,1.26444e+09,7056,11200,0
7,7.90272e+07,1.26444e+09,7056,11200,0
8,7.90272e+07,1.26444e+09,7056,11200,0
9,7.90272e+07,1.26444e+09,7056,11200,0
10,7.90272e+07,1.26444e+09,7056,11200,0
11,7.90272e+07,1.26444e+09,7056,11200,0
12,7.90272e+07,1.26444e+09,7056,11200,0
13,7.90272e+07,1.26444e+09,7056,11200,0
14,7.90272e+07,1.26444e+09,7056,11200,0
15,7.90272e+07,1.26444e+09,7056,11200,0
