id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,1.0537e+07,3.6503e+08,4704,2240,0
1,1.8816e+07,2.3106e+08,11760,1600,0
2,1.8816e+07,2.29555e+08,11760,1600,0
3,1.58054e+07,2.49876e+08,7056,2240,0
4,1.0537e+07,2.3106e+08,4704,2240,1
5,1.12896e+07,2.3106e+08,7056,1600,0
6,4.13952e+07,1.97192e+08,11760,3520,3
7,2.48371e+07,2.52134e+08,7056,3520,3
8,2.25792e+07,2.09234e+08,4704,4800,3
9,1.58054e+07,2.52134e+08,7056,2240,0
10,2.10739e+07,2.87508e+08,9408,2240,0
11,2.25792e+07,2.62671e+08,4704,4800,0
12,1.0537e+07,2.3106e+08,4704,2240,1
13,2.48371e+07,2.3106e+08,7056,3520,3
14,1.12896e+07,1.97944e+08,7056,1600,3
15,1.12896e+07,2.83745e+08,7056,1600,0
16,1.12896e+07,2.5364e+08,7056,1600,0
17,4.96742e+07,3.23635e+08,14112,3520,3
18,1.58054e+07,2.72456e+08,7056,2240,0
19,2.03213e+07,2.46866e+08,7056,2880,0
20,2.86003e+07,2.46866e+08,4704,6080,3
