id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,7.5264e+06,8.65536e+07,4704,1600,3
1,7.5264e+06,1.06122e+08,4704,1600,3
2,6.02112e+06,8.73062e+07,4704,1280,1
3,1.80634e+07,1.18164e+08,7056,2560,3
4,6.02112e+06,1.04617e+08,4704,1280,0
5,6.02112e+06,6.24691e+07,4704,1280,0
6,1.95686e+07,8.73062e+07,4704,4160,3
7,6.02112e+06,8.73062e+07,4704,1280,1
8,1.80634e+07,9.48326e+07,4704,3840,0
9,1.12896e+07,6.84902e+07,7056,1600,3
10,6.02112e+06,6.24691e+07,4704,1280,0
11,6.02112e+06,1.04617e+08,4704,1280,0
