id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,1.0537e+07,1.40744e+08,4704,2240,3
1,2.48371e+07,1.24938e+08,7056,3520,3
2,1.0537e+07,1.61818e+08,4704,2240,0
3,1.12896e+07,1.6257e+08,7056,1600,3
4,9.03168e+06,1.27196e+08,7056,1280,1
5,3.61267e+07,1.83644e+08,7056,5120,3
6,2.48371e+07,1.27196e+08,7056,3520,3
7,1.58054e+07,1.37733e+08,7056,2240,0
8,1.0537e+07,1.14401e+08,4704,2240,0
9,1.0537e+07,1.61818e+08,4704,2240,0
10,1.0537e+07,1.14401e+08,4704,2240,0
11,9.03168e+06,1.27196e+08,7056,1280,1
