id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,3.67718e+07,2.65628e+08,9576,3840,2
1,1.65581e+07,6.19584e+08,4704,3520,3
2,4.6368e+07,3.58875e+08,12600,3680,2
3,1.2096e+06,5.48433e+08,840,1440,1
4,3.46214e+07,3.49978e+08,4704,7360,3
5,4.6368e+07,2.82401e+08,12600,3680,2
6,9.03168e+07,7.05546e+08,7056,12800,3
7,5.19322e+07,6.18724e+08,7056,7360,0
8,1.65581e+07,4.84566e+08,4704,3520,3
9,1.65581e+07,3.49978e+08,4704,3520,0
10,7.22534e+07,7.22857e+08,14112,5120,3
11,8.5801e+07,7.88041e+08,14112,6080,0
12,1.12896e+07,4.54595e+08,7056,1600,0
13,1.0537e+07,4.4481e+08,4704,2240,0
14,7.07482e+07,6.18724e+08,4704,15040,3
15,1.8816e+07,5.48675e+08,11760,1600,3
16,1.2096e+06,4.0363e+08,840,1440,1
17,3.83846e+07,3.49978e+08,7056,5440,0
18,1.12896e+07,4.72658e+08,7056,1600,0
19,1.02359e+08,7.81859e+08,39984,2560,0
20,1.2096e+06,5.13059e+08,840,1440,1
21,4.6368e+07,3.75433e+08,12600,3680,2
22,1.2096e+06,3.84814e+08,840,1440,1
23,2.25792e+07,3.49978e+08,14112,1600,3
24,1.0537e+07,4.98705e+08,4704,2240,0
25,1.0537e+07,4.42337e+08,4704,2240,0
26,1.65581e+07,5.30934e+08,4704,3520,0
27,2.25792e+07,5.37385e+08,14112,1600,3
28,3.67718e+07,2.84444e+08,9576,3840,2
29,8.5801e+07,6.57915e+08,14112,6080,3
30,4.13952e+07,9.17737e+08,11760,3520,3
31,1.8816e+07,5.45073e+08,11760,1600,0
32,4.6368e+07,2.74284e+08,12600,3680,2
