id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,4.29005e+07,3.27398e+08,7056,6080,3
1,5.19322e+07,3.72557e+08,7056,7360,0
2,7.15008e+07,4.29757e+08,11760,6080,3
3,4.13952e+07,3.25893e+08,11760,3520,0
4,2.48371e+07,3.25893e+08,7056,3520,0
5,5.19322e+07,3.72557e+08,7056,7360,0
6,5.19322e+07,4.20726e+08,7056,7360,0
7,4.29005e+07,2.84498e+08,7056,6080,3
8,1.65581e+07,4.29757e+08,4704,3520,0
9,4.29005e+07,3.68794e+08,7056,6080,3
10,1.58054e+07,3.88362e+08,7056,2240,0
11,5.19322e+07,4.20726e+08,7056,7360,0
12,2.48371e+07,3.25893e+08,7056,3520,1
13,7.90272e+07,3.88362e+08,7056,11200,3
