2,0
0,0
38,1
14,1
48,2
54,2
34,3
47,3
34,4
21,4
44,4
43,5
42,5
13,6
6,6
16,6
36,6
38,8
55,8
39,8
37,9
41,9
30,11
29,11
28,12
23,12
19,12
40,12
18,12
27,12
51,12
7,12
16,12
32,12
33,12
37,12
43,12
21,12
44,12
46,12
49,12
50,12
45,12
55,12
39,12
4,12
5,12
1,12
30,12
28,13
31,13
13,14
36,14
46,15
24,15
40,16
12,16
31,17
26,17
22,17
12,17
20,17
17,17
11,17
9,17
6,17
41,17
42,17
24,17
47,17
52,17
54,17
3,17
14,17
29,17
0,17
2,19
5,19
1,19
15,20
9,20
33,20
35,20
48,21
49,21
50,21
15,22
35,22
4,23
3,23
45,24
52,24
10,25
11,25
8,25
7,25
19,26
22,26
18,27
20,27
53,29
25,29
23,30
26,30
53,31
25,31
51,31
6,31
10,32
11,32
8,32
32,32
27,33
17,33
