id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,1.36282e+07,1.44077e+08,6552,2080,2
1,1.0537e+07,3.43043e+08,4704,2240,3
2,1.57248e+07,1.88456e+08,6552,2400,2
3,1.2096e+06,2.93691e+08,840,1440,1
4,1.95686e+07,2.06976e+08,4704,4160,3
5,1.57248e+07,1.4284e+08,6552,2400,2
6,3.61267e+07,4.0191e+08,14112,2560,3
7,2.9353e+07,3.63014e+08,7056,4160,0
8,1.0537e+07,2.74042e+08,4704,2240,3
9,1.0537e+07,2.06976e+08,4704,2240,0
10,6.02112e+07,3.89115e+08,4704,12800,3
11,4.89216e+07,4.30214e+08,11760,4160,0
12,7.5264e+06,2.6794e+08,4704,1600,0
13,7.5264e+06,2.79229e+08,4704,1600,0
14,3.7632e+07,3.63014e+08,4704,8000,3
15,1.12896e+07,3.28151e+08,7056,1600,3
16,1.2096e+06,2.16626e+08,840,1440,1
17,2.55898e+07,2.06976e+08,4704,5440,0
18,9.03168e+06,2.73961e+08,7056,1280,0
19,5.19322e+07,4.293e+08,7056,7360,0
20,1.2096e+06,2.82401e+08,840,1440,1
21,1.57248e+07,1.91466e+08,6552,2400,2
22,1.2096e+06,2.08347e+08,840,1440,1
23,1.20422e+07,2.06976e+08,4704,2560,3
24,7.5264e+06,2.74633e+08,4704,1600,0
25,9.03168e+06,2.45522e+08,7056,1280,0
26,1.0537e+07,2.89766e+08,4704,2240,0
27,1.20422e+07,3.19119e+08,4704,2560,3
28,1.36282e+07,1.52356e+08,6552,2080,2
29,4.96742e+07,3.77556e+08,14112,3520,3
30,2.63424e+07,4.88033e+08,11760,2240,3
31,1.50528e+07,2.90358e+08,11760,1280,0
32,1.57248e+07,1.4526e+08,6552,2400,2
