id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,2.09019e+09,8.40591e+09,45360,46080,1
1,1.58054e+07,2.2776e+09,7056,2240,0
2,2.09019e+09,8.40591e+09,45360,46080,1
3,2.09019e+09,8.40817e+09,45360,46080,1
4,1.58054e+07,2.2776e+09,7056,2240,0
5,1.8816e+07,4.36778e+09,11760,1600,0
6,1.8816e+07,4.36778e+09,11760,1600,0
7,2.09019e+09,8.39237e+09,45360,46080,1
8,1.58054e+07,4.36778e+09,7056,2240,0
9,2.09019e+09,8.39237e+09,45360,46080,1
10,2.09019e+09,8.40817e+09,45360,46080,1
11,2.63424e+07,4.36778e+09,11760,2240,3
12,2.09019e+09,8.40817e+09,45360,46080,1
13,2.86003e+07,4.36778e+09,4704,6080,3
14,2.09019e+09,8.40817e+09,45360,46080,1
15,1.8816e+07,4.36778e+09,11760,1600,0
16,2.86003e+07,4.36778e+09,4704,6080,3
