id,is_symmetric_net,is_global_net,is_pin_net,degree,sum_of_degree_of_neighbor_nets,HPWL
0,0,0,0,2,72,5664
1,0,0,0,4,116,6944
2,0,0,0,2,67,4704
3,0,0,0,2,71,2240
4,0,0,0,4,116,6944
5,0,0,0,4,117,8544
6,0,0,0,4,117,8544
7,0,0,0,4,96,7904
8,0,0,0,4,116,6944
9,0,0,0,3,115,6304
10,0,0,0,2,67,4704
11,0,0,0,2,72,5664
12,2,0,1,4,96,41128
13,0,0,0,2,67,4704
14,0,0,0,2,72,5664
15,2,0,1,2,90,42088
16,2,0,0,4,96,20704
17,2,0,1,2,91,33624
18,0,0,1,2,90,19968
19,2,0,1,2,90,44328
20,2,0,1,4,94,34280
21,2,0,1,4,96,43688
22,2,0,1,2,91,19304
23,2,0,1,4,94,21344
24,2,0,0,4,96,21984
25,0,0,0,3,115,6304
26,2,0,1,2,91,18264
27,0,0,0,4,117,8544
28,0,0,0,4,96,7904
29,2,0,0,4,96,21984
30,0,0,0,4,117,8544
31,2,0,1,2,91,24216
32,0,1,0,42,214,78304
33,0,1,0,42,222,76704
34,2,0,1,4,96,34280
35,0,0,0,18,174,76064
36,2,0,1,2,90,32680
37,0,0,0,4,96,7904
38,2,0,1,4,96,19744
39,0,0,0,2,67,4704
40,2,0,0,4,96,20704
41,2,0,1,4,94,43688
42,2,0,1,2,90,20840
43,0,0,0,4,108,23904
44,0,0,0,4,96,7904
45,0,0,0,4,96,7904
46,0,0,0,4,96,7904
47,0,0,0,4,96,7904
48,0,0,0,2,71,2240
49,0,0,0,3,115,6304
50,0,0,0,2,72,5664
51,0,0,0,2,71,2240
52,0,0,0,3,115,6304
53,2,0,1,4,94,44328
54,0,0,0,4,96,7904
55,0,0,0,2,71,2240
56,0,0,0,4,116,6944
