id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,7.5264e+06,3.49225e+08,4704,1600,0
1,7.5264e+06,3.43204e+08,4704,1600,0
2,7.5264e+06,3.5073e+08,4704,1600,0
3,7.5264e+06,3.5073e+08,4704,1600,0
4,7.5264e+06,4.03415e+08,4704,1600,0
5,7.5264e+06,3.43204e+08,4704,1600,0
6,7.5264e+06,3.5073e+08,4704,1600,0
7,1.0537e+07,4.03415e+08,4704,2240,3
8,7.5264e+06,3.31162e+08,4704,1600,0
9,7.5264e+06,3.38688e+08,4704,1600,0
10,7.5264e+06,3.38688e+08,4704,1600,0
11,7.5264e+06,3.31162e+08,4704,1600,0
12,7.5264e+06,3.38688e+08,4704,1600,0
13,7.5264e+06,3.38688e+08,4704,1600,0
14,7.5264e+06,3.5073e+08,4704,1600,0
15,7.5264e+06,3.5073e+08,4704,1600,0
16,7.5264e+06,3.5073e+08,4704,1600,0
17,7.5264e+06,3.31162e+08,4704,1600,0
18,7.5264e+06,3.5073e+08,4704,1600,0
19,7.5264e+06,3.5073e+08,4704,1600,0
20,1.0537e+07,4.03415e+08,4704,2240,3
21,7.5264e+06,3.38688e+08,4704,1600,0
22,7.5264e+06,3.5073e+08,4704,1600,0
23,7.5264e+06,3.31162e+08,4704,1600,0
24,7.5264e+06,3.5073e+08,4704,1600,0
25,7.5264e+06,3.5073e+08,4704,1600,0
26,7.5264e+06,3.5073e+08,4704,1600,0
27,7.5264e+06,3.43204e+08,4704,1600,0
28,7.5264e+06,3.38688e+08,4704,1600,0
29,7.5264e+06,3.23635e+08,4704,1600,0
30,7.5264e+06,4.03415e+08,4704,1600,0
31,7.5264e+06,3.38688e+08,4704,1600,0
32,7.5264e+06,3.38688e+08,4704,1600,0
33,7.5264e+06,3.38688e+08,4704,1600,0
34,7.5264e+06,3.43204e+08,4704,1600,0
35,7.5264e+06,3.5073e+08,4704,1600,0
36,7.5264e+06,3.5073e+08,4704,1600,0
37,7.5264e+06,3.43204e+08,4704,1600,0
38,7.5264e+06,3.38688e+08,4704,1600,0
39,7.5264e+06,3.38688e+08,4704,1600,0
40,7.5264e+06,3.38688e+08,4704,1600,0
41,7.5264e+06,3.23635e+08,4704,1600,0
42,7.5264e+06,4.10941e+08,4704,1600,0
43,7.5264e+06,3.5073e+08,4704,1600,0
44,7.5264e+06,3.49225e+08,4704,1600,0
45,7.5264e+06,3.5073e+08,4704,1600,0
46,7.5264e+06,4.10941e+08,4704,1600,0
47,7.5264e+06,4.03415e+08,4704,1600,0
48,7.5264e+06,3.5073e+08,4704,1600,0
49,7.5264e+06,3.5073e+08,4704,1600,0
50,7.5264e+06,3.43204e+08,4704,1600,0
51,7.5264e+06,4.10941e+08,4704,1600,0
52,7.5264e+06,3.49225e+08,4704,1600,0
53,7.5264e+06,3.38688e+08,4704,1600,0
54,7.5264e+06,3.38688e+08,4704,1600,0
55,7.5264e+06,3.38688e+08,4704,1600,0
56,7.5264e+06,3.38688e+08,4704,1600,0
57,7.5264e+06,3.23635e+08,4704,1600,0
58,1.0537e+07,4.03415e+08,4704,2240,3
59,7.5264e+06,3.5073e+08,4704,1600,0
60,7.5264e+06,3.5073e+08,4704,1600,0
61,7.5264e+06,3.43204e+08,4704,1600,0
62,7.5264e+06,3.5073e+08,4704,1600,0
63,7.5264e+06,3.38688e+08,4704,1600,0
64,7.5264e+06,4.10941e+08,4704,1600,0
65,7.5264e+06,3.5073e+08,4704,1600,0
66,7.5264e+06,3.31162e+08,4704,1600,0
67,1.0537e+07,4.03415e+08,4704,2240,3
68,7.5264e+06,3.5073e+08,4704,1600,0
69,7.5264e+06,3.43204e+08,4704,1600,0
70,7.5264e+06,4.03415e+08,4704,1600,0
71,7.5264e+06,3.38688e+08,4704,1600,0
72,7.5264e+06,4.03415e+08,4704,1600,0
73,7.5264e+06,4.10941e+08,4704,1600,0
74,7.5264e+06,3.38688e+08,4704,1600,0
75,7.5264e+06,3.43204e+08,4704,1600,0
76,7.5264e+06,4.10941e+08,4704,1600,0
77,7.5264e+06,4.10941e+08,4704,1600,0
78,7.5264e+06,3.38688e+08,4704,1600,0
79,7.5264e+06,3.23635e+08,4704,1600,0
80,7.5264e+06,4.03415e+08,4704,1600,0
81,7.5264e+06,3.49225e+08,4704,1600,0
82,7.5264e+06,3.5073e+08,4704,1600,0
83,7.5264e+06,4.10941e+08,4704,1600,0
