id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,6.02112e+06,1.63323e+08,4704,1280,0
1,7.5264e+06,1.09133e+08,4704,1600,0
2,7.5264e+06,1.00854e+08,4704,1600,0
3,9.03168e+06,1.16659e+08,7056,1280,0
4,6.02112e+06,1.09133e+08,4704,1280,1
5,6.02112e+06,1.09133e+08,4704,1280,0
6,1.65581e+07,8.42957e+07,4704,3520,3
7,1.0537e+07,1.18164e+08,4704,2240,3
8,1.0537e+07,9.03168e+07,4704,2240,3
9,7.5264e+06,1.18164e+08,4704,1600,0
10,9.03168e+06,1.21928e+08,4704,1920,0
11,9.03168e+06,1.11391e+08,4704,1920,0
12,6.02112e+06,1.09133e+08,4704,1280,1
13,1.12896e+07,1.09133e+08,7056,1600,3
14,6.02112e+06,8.42957e+07,4704,1280,3
15,6.02112e+06,1.33217e+08,4704,1280,0
16,6.02112e+06,1.1967e+08,4704,1280,0
17,1.95686e+07,1.46765e+08,4704,4160,3
18,7.5264e+06,1.25691e+08,4704,1600,0
19,9.03168e+06,1.03864e+08,4704,1920,0
20,1.0537e+07,1.03864e+08,4704,2240,3
