id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,2.63424e+07,1.8816e+08,11760,2240,3
1,2.9353e+07,2.1676e+08,7056,4160,0
2,4.29005e+07,2.52134e+08,7056,6080,3
3,2.48371e+07,1.93428e+08,7056,3520,0
4,1.58054e+07,1.93428e+08,7056,2240,0
5,2.9353e+07,2.1676e+08,7056,4160,0
6,2.9353e+07,2.46866e+08,7056,4160,0
7,2.48371e+07,1.63323e+08,7056,3520,3
8,1.0537e+07,2.52134e+08,4704,2240,0
9,2.48371e+07,2.19771e+08,7056,3520,3
10,1.0537e+07,2.22029e+08,4704,2240,0
11,2.9353e+07,2.46866e+08,7056,4160,0
12,1.58054e+07,1.93428e+08,7056,2240,1
13,4.29005e+07,2.22029e+08,7056,6080,3
