id,is_symmetric_net,is_global_net,is_pin_net,degree,sum_of_degree_of_neighbor_nets,HPWL
0,2,0,0,2,28,2240
1,0,0,0,5,57,33168
2,0,0,1,2,33,13912
3,2,0,0,2,24,1600
4,0,0,1,3,39,35928
5,0,0,0,5,25,27128
6,0,0,0,2,32,8336
7,0,0,0,3,27,21520
8,0,0,0,2,29,12840
9,0,1,0,6,45,54312
10,0,0,0,5,31,26216
11,0,0,0,2,31,15072
12,0,0,0,4,43,48352
13,0,0,0,3,28,9128
14,0,0,0,2,12,3688
15,0,0,0,2,31,24776
16,0,0,1,2,33,27272
17,0,0,0,2,29,12840
18,0,0,0,2,33,19712
19,0,0,1,2,33,15344
20,0,0,0,5,57,46608
21,0,1,0,12,77,47640
22,0,0,1,5,52,43456
23,0,0,0,5,36,51976
24,0,0,1,5,52,42608
25,0,0,0,2,32,8336
26,0,0,0,2,33,18112
