id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,1.12896e+07,1.03112e+08,7056,1600,3
1,1.0537e+07,9.33274e+07,4704,2240,3
2,6.02112e+06,8.73062e+07,4704,1280,0
3,6.02112e+06,1.13649e+08,4704,1280,0
4,6.02112e+06,1.1967e+08,4704,1280,0
5,6.02112e+06,6.84902e+07,4704,1280,0
6,1.0537e+07,1.10638e+08,4704,2240,3
7,2.40845e+07,1.1967e+08,4704,5120,3
8,7.5264e+06,8.65536e+07,4704,1600,3
9,7.5264e+06,8.65536e+07,4704,1600,3
10,6.02112e+06,5.72006e+07,4704,1280,0
11,6.02112e+06,1.1967e+08,4704,1280,0
12,6.02112e+06,1.09133e+08,4704,1280,0
13,6.02112e+06,9.85958e+07,4704,1280,0
14,6.02112e+06,1.13649e+08,4704,1280,0
15,6.02112e+06,8.73062e+07,4704,1280,0
