id,is_symmetric_net,is_global_net,is_pin_net,degree,sum_of_degree_of_neighbor_nets,HPWL
0,0,0,0,2,46,4704
1,0,0,0,2,46,4704
2,0,0,0,2,46,4704
3,0,0,0,2,46,4704
4,0,0,0,5,77,9824
5,0,0,0,4,68,7264
6,0,0,0,6,107,6720
7,2,0,1,1,46,31208
8,0,0,0,5,77,9824
9,2,0,0,4,71,16224
10,2,0,1,1,38,26088
11,2,0,1,2,63,8232
12,0,1,0,29,148,85344
13,2,0,0,4,71,10240
14,2,0,0,4,86,40224
15,2,0,1,2,63,11104
16,0,0,0,4,72,7264
17,0,1,0,27,154,81504
18,0,0,1,8,120,61288
19,0,0,0,5,77,9824
20,0,0,0,4,86,7680
21,0,0,0,5,77,9824
22,2,0,0,4,84,25824
23,2,0,1,2,63,38072
24,2,0,1,2,63,38072
25,0,0,0,8,108,46944
26,2,0,0,4,71,8544
27,2,0,0,4,71,23040
28,0,0,1,8,120,40320
29,0,0,0,6,102,24544
30,0,0,0,4,68,7264
31,0,0,0,6,102,10560
32,0,0,0,4,91,5440
33,0,0,0,4,70,7264
