id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,3.52397e+07,9.68218e+07,9576,3680,2
1,3.52397e+07,9.68218e+07,9576,3680,2
2,2.63424e+07,2.47903e+09,11760,2240,0
3,1.51281e+08,2.4438e+09,7056,21440,3
4,7.90272e+07,2.4438e+09,7056,11200,0
5,1.8816e+07,3.88846e+08,11760,1600,0
6,1.65581e+07,4.49874e+09,4704,3520,0
7,2.63424e+07,2.47903e+09,11760,2240,0
8,2.09019e+09,2.24736e+09,45360,46080,1
9,2.09019e+09,2.31961e+09,45360,46080,1
10,3.52397e+07,2.24961e+09,9576,3680,2
11,3.52397e+07,2.32187e+09,9576,3680,2
