83,0
20,0
83,1
0,1
29,2
46,2
18,3
7,3
76,4
81,4
18,5
80,5
82,6
4,6
13,7
36,7
64,8
52,8
69,9
73,9
57,10
73,10
42,11
58,11
32,12
60,12
41,13
51,13
64,14
67,14
23,15
37,15
31,16
59,16
66,19
75,19
28,20
25,20
53,21
26,21
38,23
14,23
9,24
2,24
34,25
77,25
3,27
70,27
74,28
48,28
39,29
24,29
62,30
72,30
40,32
28,32
54,32
17,32
55,32
53,32
56,32
33,32
23,32
21,32
63,32
38,32
12,32
11,32
10,32
8,32
30,32
31,32
41,32
70,32
44,32
39,32
57,32
72,32
52,32
32,32
71,32
74,32
66,32
13,32
78,32
79,32
80,32
81,32
9,32
29,32
4,32
0,32
15,33
25,33
35,33
50,33
43,33
26,33
49,33
45,33
37,33
6,33
16,33
14,33
22,33
27,33
19,33
5,33
47,33
58,33
59,33
61,33
67,33
24,33
69,33
60,33
65,33
48,33
75,33
36,33
7,33
68,33
34,33
20,33
2,33
1,33
40,34
15,34
30,35
47,35
17,36
50,36
54,37
35,37
63,38
16,38
79,39
77,39
78,40
68,40
56,41
49,41
11,42
27,42
8,43
5,43
55,44
43,44
10,45
19,45
33,46
45,46
21,47
6,47
82,48
20,48
1,49
46,49
76,50
7,50
62,51
67,51
61,52
51,52
71,53
65,53
12,54
22,54
3,55
58,55
42,56
44,56
