0,28
0,15
1,29
1,30
2,29
2,24
2,35
2,15
3,34
3,8
3,39
4,11
4,33
5,12
5,13
5,39
6,17
6,31
6,5
7,11
7,33
8,16
8,37
9,11
9,43
9,2
9,0
9,26
10,11
10,43
10,2
10,0
10,26
11,41
11,26
12,23
12,28
12,20
13,14
13,10
13,34
13,12
13,22
13,6
13,25
13,30
13,20
13,16
13,41
13,42
13,43
13,4
14,23
14,36
15,6
15,18
16,30
16,24
18,4
18,3
19,38
19,21
19,8
19,13
19,5
19,18
19,27
19,35
19,37
19,33
19,3
19,9
20,2
21,21
21,0
22,2
23,10
23,17
23,31
24,19
24,1
25,14
25,38
26,22
26,39
26,42
28,25
28,27
29,19
29,1
29,9
30,22
30,39
30,42
31,36
