id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,1.0537e+07,1.1967e+08,4704,2240,3
1,7.5264e+06,1.1967e+08,4704,1600,0
2,1.0537e+07,1.07628e+08,4704,2240,3
3,1.35475e+07,9.10694e+07,4704,2880,0
4,1.12896e+07,1.07628e+08,7056,1600,3
5,7.5264e+06,1.1967e+08,4704,1600,1
6,7.5264e+06,1.00101e+08,4704,1600,0
7,1.35475e+07,1.32465e+08,7056,1920,0
8,1.35475e+07,1.0838e+08,7056,1920,0
9,7.5264e+06,1.37733e+08,4704,1600,0
10,7.5264e+06,1.37733e+08,4704,1600,0
11,9.03168e+06,1.18917e+08,7056,1280,3
12,1.35475e+07,1.29454e+08,4704,2880,3
13,7.5264e+06,1.18917e+08,4704,1600,1
14,1.35475e+07,1.29454e+08,4704,2880,3
15,7.5264e+06,1.15907e+08,4704,1600,3
16,1.35475e+07,7.75219e+07,4704,2880,3
17,1.0537e+07,1.04617e+08,4704,2240,3
