id,is_symmetric_net,is_global_net,is_pin_net,degree,sum_of_degree_of_neighbor_nets,HPWL
0,0,0,0,2,38,2560
1,0,0,0,5,57,9824
2,0,0,0,5,57,9824
3,0,0,0,6,57,12384
4,0,0,0,4,51,7264
5,0,0,0,3,59,17632
6,0,1,0,15,99,29536
7,0,0,0,3,37,20608
8,2,0,0,2,36,5504
9,0,0,0,4,51,8544
10,2,0,0,2,27,5184
11,0,0,0,2,31,22016
12,0,0,1,2,33,11792
13,0,0,0,6,58,26784
14,0,0,0,3,41,32728
15,0,0,0,3,41,26496
16,0,0,0,4,51,9824
17,0,1,0,21,119,33856
18,0,0,0,3,59,14272
19,2,0,1,1,29,10216
20,2,0,0,2,36,5504
21,0,0,1,2,34,11800
22,0,0,0,5,60,15680
23,0,0,0,2,38,2560
24,2,0,1,1,29,11968
25,0,0,1,1,32,11336
26,0,0,0,4,51,7424
27,0,0,1,1,20,11016
28,0,0,1,4,48,17128
29,2,0,0,2,27,5184
30,0,0,1,1,26,10488
31,0,0,0,4,58,10624
