id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,1.36282e+07,3.47827e+07,6552,2080,2
1,7.33824e+06,2.13591e+09,3528,2080,2
2,2.09019e+09,2.12688e+09,45360,46080,1
3,6.02112e+06,8.24141e+07,4704,1280,0
4,6.02112e+06,4.24812e+09,4704,1280,0
5,2.48371e+07,2.16526e+09,7056,3520,3
6,1.58054e+07,2.16526e+09,7056,2240,0
7,7.5264e+06,2.17889e+09,4704,1600,0
8,7.5264e+06,2.17889e+09,4704,1600,0
9,7.33824e+06,2.12688e+09,3528,2080,2
10,1.36282e+07,3.47827e+07,6552,2080,2
11,2.09019e+09,2.13591e+09,45360,46080,1
