id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,7.33824e+06,8.90534e+07,3528,2080,2
1,2.25792e+07,1.56119e+08,14112,1600,3
2,3.46214e+07,2.55414e+08,4704,7360,3
3,7.33824e+06,8.90534e+07,3528,2080,2
4,1.2096e+06,8.90534e+07,840,1440,1
5,1.2096e+06,8.90534e+07,840,1440,1
6,1.2096e+06,1.83214e+08,840,1440,1
7,1.95686e+07,1.43002e+08,4704,4160,3
8,1.36282e+07,1.83214e+08,6552,2080,2
9,1.36282e+07,1.83214e+08,6552,2080,2
10,6.02112e+06,1.70097e+08,4704,1280,0
11,7.5264e+06,1.32465e+08,4704,1600,3
12,1.2096e+06,1.83214e+08,840,1440,1
13,6.02112e+06,1.70097e+08,4704,1280,0
14,1.20422e+07,1.70097e+08,4704,2560,0
15,1.65581e+07,2.06761e+08,4704,3520,3
16,6.02112e+07,2.7052e+08,4704,12800,3
17,1.20422e+07,1.70097e+08,4704,2560,0
18,6.02112e+06,1.70097e+08,4704,1280,3
19,6.02112e+06,1.32465e+08,4704,1280,0
20,6.02112e+06,2.19771e+08,4704,1280,0
21,7.5264e+06,1.70097e+08,4704,1600,3
22,1.2096e+06,7.71994e+07,840,1440,1
23,1.20422e+07,1.72516e+08,4704,2560,0
24,6.02112e+06,1.70097e+08,4704,1280,0
25,1.95686e+07,2.24233e+08,4704,4160,3
26,1.2096e+06,7.71994e+07,840,1440,1
27,3.61267e+07,2.22351e+08,14112,2560,3
