id,is_symmetric_net,is_global_net,is_pin_net,degree,sum_of_degree_of_neighbor_nets,HPWL
0,2,0,0,2,28,1600
1,0,0,0,5,57,29600
2,0,0,1,2,33,7488
3,2,0,0,2,24,1280
4,0,0,1,3,39,19296
5,0,0,0,5,25,24736
6,0,0,0,2,32,6184
7,0,0,0,3,27,20832
8,0,0,0,2,29,2896
9,0,1,0,6,45,25448
10,0,0,0,5,31,8808
11,0,0,0,2,31,8224
12,0,0,0,4,43,15952
13,0,0,0,3,28,6080
14,0,0,0,2,12,8104
15,0,0,0,2,31,5344
16,0,0,1,2,33,20928
17,0,0,0,2,29,2896
18,0,0,0,2,33,13128
19,0,0,1,2,33,8936
20,0,0,0,5,57,31520
21,0,1,0,12,77,30312
22,0,0,1,5,52,19280
23,0,0,0,5,36,23984
24,0,0,1,5,52,11968
25,0,0,0,2,32,6184
26,0,0,0,2,33,14408
