id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,6.02112e+06,6.62323e+07,4704,1280,0
1,6.02112e+06,7.22534e+07,4704,1280,0
2,6.02112e+06,7.22534e+07,4704,1280,0
3,6.02112e+06,6.62323e+07,4704,1280,0
4,6.02112e+06,2.16244e+09,4704,1280,0
5,6.02112e+06,2.1504e+09,4704,1280,0
6,6.02112e+06,2.15642e+09,4704,1280,0
7,2.09019e+09,2.12632e+09,45360,46080,1
8,6.02112e+06,7.82746e+07,4704,1280,0
9,6.02112e+06,2.16846e+09,4704,1280,0
10,6.02112e+06,5.41901e+07,4704,1280,0
11,6.02112e+06,2.15642e+09,4704,1280,0
12,6.02112e+06,6.62323e+07,4704,1280,0
13,6.02112e+06,2.17448e+09,4704,1280,0
14,6.02112e+06,7.22534e+07,4704,1280,0
15,6.02112e+06,9.63379e+07,4704,1280,0
16,6.02112e+06,8.42957e+07,4704,1280,0
