id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,6.02112e+06,6.60442e+08,4704,1280,0
1,2.73773e+08,6.66463e+08,16296,16800,1
2,6.02112e+06,9.34214e+08,4704,1280,0
3,6.02112e+06,6.60442e+08,4704,1280,0
4,2.73773e+08,6.66463e+08,16296,16800,1
5,1.20422e+07,6.72484e+08,4704,2560,3
6,1.35475e+07,9.42359e+08,4704,2880,3
7,1.35475e+07,6.60442e+08,4704,2880,3
8,1.40959e+08,1.78591e+08,11592,12160,1
9,2.73773e+08,3.11405e+08,16296,16800,1
10,1.40959e+08,1.78591e+08,11592,12160,1
11,1.80634e+07,6.72484e+08,7056,2560,3
12,7.5264e+06,1.20799e+09,4704,1600,3
13,6.02112e+06,3.23447e+08,4704,1280,0
14,7.5264e+06,1.95686e+07,4704,1600,3
15,6.02112e+06,9.34214e+08,4704,1280,0
16,1.20422e+07,1.4899e+09,4704,2560,3
17,1.20422e+07,1.4899e+09,4704,2560,3
18,0,7.62263e+08,0,0,1
19,6.02112e+06,3.23447e+08,4704,1280,0
20,0,7.62263e+08,0,0,1
21,2.73773e+08,3.11405e+08,16296,16800,1
