id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,7.5264e+07,2.52887e+08,4704,16000,3
1,1.0537e+07,2.28803e+08,4704,2240,3
2,7.5264e+06,1.85149e+08,4704,1600,0
3,1.95686e+07,1.74612e+08,4704,4160,0
4,4.66637e+07,1.74612e+08,4704,9920,3
5,1.0537e+07,1.91171e+08,4704,2240,3
6,7.5264e+06,1.03864e+08,4704,1600,3
7,7.5264e+06,1.85149e+08,4704,1600,0
8,2.86003e+07,1.68591e+08,4704,6080,3
9,7.5264e+06,1.03864e+08,4704,1600,0
10,7.5264e+06,1.85149e+08,4704,1600,3
11,1.95686e+07,1.79128e+08,4704,4160,0
12,1.95686e+07,1.79128e+08,4704,4160,0
