id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,6.74957e+07,4.88356e+08,15624,4320,2
1,3.38688e+07,1.1467e+09,21168,1600,3
2,7.99949e+07,6.85144e+08,15624,5120,2
3,2.06976e+06,1.01114e+09,1176,1760,1
4,4.89216e+07,5.70501e+08,11760,4160,3
5,7.99949e+07,4.58788e+08,15624,5120,2
6,1.50528e+08,1.23137e+09,11760,12800,3
7,9.70906e+07,1.15694e+09,7056,13760,0
8,2.48371e+07,8.1269e+08,7056,3520,3
9,2.48371e+07,5.70501e+08,7056,3520,0
10,1.80634e+08,1.32018e+09,7056,25600,3
11,1.58054e+08,1.42838e+09,14112,11200,0
12,1.58054e+07,7.60919e+08,7056,2240,0
13,1.8816e+07,7.82746e+08,11760,1600,0
14,1.3698e+08,1.15694e+09,4704,29120,3
15,2.86003e+07,1.02133e+09,4704,6080,3
16,2.06976e+06,7.35491e+08,1176,1760,1
17,6.99955e+07,5.70501e+08,7056,9920,0
18,2.7095e+07,8.04572e+08,21168,1280,0
19,1.58054e+08,1.41144e+09,14112,11200,0
20,2.06976e+06,9.71255e+08,1176,1760,1
21,7.99949e+07,6.85144e+08,15624,5120,2
22,2.06976e+06,6.95601e+08,1176,1760,1
23,3.01056e+07,5.70501e+08,11760,2560,3
24,1.58054e+07,8.0855e+08,7056,2240,0
25,1.8816e+07,7.34093e+08,11760,1600,0
26,2.86003e+07,8.92685e+08,4704,6080,0
27,3.16109e+07,1.00553e+09,14112,2240,3
28,6.74957e+07,5.28246e+08,15624,4320,2
29,1.61818e+08,1.21729e+09,11760,13760,3
30,7.15008e+07,1.58576e+09,11760,6080,3
31,2.48371e+07,8.88545e+08,7056,3520,0
32,7.99949e+07,4.71959e+08,15624,5120,2
