0,14
0,13
0,18
1,57
1,5
3,67
3,63
3,28
3,45
4,1
4,0
5,55
5,37
6,4
6,2
7,9
7,8
8,59
8,29
8,68
8,71
9,15
9,10
10,31
10,53
12,16
12,69
13,24
13,21
15,30
15,54
16,53
16,44
16,54
16,32
16,34
16,25
16,37
16,56
16,63
16,65
16,68
16,66
16,21
16,69
16,64
16,50
16,23
16,26
16,10
16,8
16,6
16,43
16,5
16,46
16,22
16,2
16,0
17,42
17,22
18,20
18,43
19,51
19,50
20,12
20,15
20,58
21,39
21,47
21,31
21,30
21,52
21,27
21,41
21,55
21,48
21,60
21,33
21,29
21,49
21,45
21,70
21,24
21,19
21,40
21,16
21,14
21,18
21,51
21,12
21,58
21,11
21,9
21,7
21,20
21,57
21,3
21,42
21,4
21,1
22,11
22,26
23,41
23,25
24,27
24,34
25,7
25,6
26,36
26,38
27,52
27,32
29,17
29,64
30,70
30,66
31,39
31,35
31,47
32,13
32,23
33,19
33,17
33,40
34,62
34,61
35,35
35,44
36,67
36,28
37,36
37,38
37,60
37,65
38,48
38,56
39,3
39,46
40,59
40,33
40,68
40,71
41,62
41,63
41,61
41,49
