id,is_symmetric_net,is_global_net,is_pin_net,degree,sum_of_degree_of_neighbor_nets,HPWL
0,0,0,0,2,54,4704
1,0,0,0,2,54,4704
2,0,0,0,4,107,5440
3,0,0,0,6,123,6720
4,0,0,0,4,88,7264
5,2,0,0,4,100,25824
6,0,0,0,8,124,46944
7,0,0,0,2,54,4704
8,2,0,1,2,78,7264
9,0,0,0,6,118,10560
10,2,0,0,4,85,84064
11,0,0,0,4,84,7264
12,2,0,0,4,82,11744
13,0,1,0,35,194,108800
14,2,0,0,4,85,91744
15,0,0,0,4,102,7680
16,2,0,0,4,85,21344
17,0,0,0,5,95,9824
18,0,1,0,37,188,108800
19,2,0,1,2,78,55512
20,2,0,1,1,46,40168
21,0,0,0,5,95,9824
22,2,0,0,4,102,40224
23,2,0,0,4,82,11744
24,0,0,0,4,84,7264
25,2,0,0,4,85,18784
26,2,0,0,4,82,9824
27,2,0,1,2,78,55512
28,0,0,0,5,95,9824
29,2,0,1,8,136,75368
30,0,0,0,2,54,4704
31,2,0,1,1,54,45288
32,0,0,0,6,118,24544
33,2,0,0,4,82,13664
34,2,0,1,8,136,47848
35,2,0,0,4,87,10240
36,2,0,0,4,87,23040
37,0,0,0,5,95,9824
38,0,0,0,4,86,7264
39,2,0,0,4,87,8544
40,2,0,1,2,78,9504
41,2,0,0,4,87,16224
