id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,7.5264e+06,1.77317e+09,4704,1600,0
1,9.03168e+06,1.16659e+08,7056,1280,0
2,7.5264e+06,1.06714e+08,4704,1600,3
3,9.03168e+06,1.07466e+08,7056,1280,3
4,1.57248e+07,1.72793e+09,6552,2400,2
5,1.57248e+07,1.72793e+09,6552,2400,2
6,1.0537e+07,1.07628e+08,4704,2240,3
7,1.66487e+09,1.69564e+09,40488,41120,1
8,1.66487e+09,1.69564e+09,40488,41120,1
9,7.5264e+06,1.77467e+09,4704,1600,0
10,7.5264e+06,9.408e+07,4704,1600,0
11,9.03168e+06,1.16659e+08,7056,1280,0
12,7.5264e+06,9.25747e+07,4704,1600,0
13,7.5264e+06,1.77467e+09,4704,1600,0
14,7.5264e+06,1.77317e+09,4704,1600,0
15,1.12896e+07,1.09133e+08,7056,1600,3
16,7.5264e+06,9.408e+07,4704,1600,0
17,7.5264e+06,9.25747e+07,4704,1600,0
