id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,2.09019e+09,2.14672e+09,45360,46080,1
1,1.99181e+07,5.03731e+07,6552,3040,2
2,2.09019e+09,2.16478e+09,45360,46080,1
3,1.36282e+07,2.16478e+09,6552,2080,2
4,7.5264e+06,1.31121e+08,4704,1600,0
5,1.0537e+07,2.2276e+09,4704,2240,0
6,2.48371e+07,2.20768e+09,7056,3520,0
7,7.5264e+06,4.28424e+09,4704,1600,0
8,1.0537e+07,2.2276e+09,4704,2240,0
9,1.36282e+07,2.14672e+09,6552,2080,2
10,4.29005e+07,2.20768e+09,7056,6080,3
11,1.99181e+07,5.03731e+07,6552,3040,2
