44,0
32,0
38,1
32,1
64,2
35,2
62,3
63,3
59,4
63,4
16,5
12,5
44,6
32,6
23,7
54,7
14,8
13,8
6,9
4,9
33,10
46,10
51,11
53,11
67,12
69,12
28,13
29,13
21,14
20,14
22,15
17,15
52,16
15,16
31,17
30,17
8,18
7,18
27,19
46,19
25,20
24,20
40,21
35,21
3,22
9,22
51,23
53,23
48,24
58,24
18,25
26,25
41,26
29,26
31,28
30,28
60,29
11,29
10,30
56,30
50,31
53,31
41,32
29,32
40,33
35,33
2,34
1,34
34,35
30,35
27,36
46,36
66,37
57,37
62,38
63,38
48,39
58,39
31,40
41,40
27,40
48,40
51,40
62,40
40,40
57,40
69,40
24,40
20,40
26,40
54,40
17,40
15,40
13,40
12,40
11,40
56,40
7,40
4,40
9,40
1,40
44,40
34,41
28,41
33,41
68,41
50,41
59,41
64,41
66,41
67,41
25,41
21,41
18,41
23,41
22,41
52,41
14,41
16,41
60,41
10,41
8,41
6,41
3,41
2,41
38,41
68,42
58,42
