id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,7.5264e+06,2.01708e+08,4704,1600,0
1,7.5264e+06,1.60312e+08,4704,1600,0
2,9.03168e+06,1.49023e+08,7056,1280,0
3,7.5264e+06,1.50528e+08,4704,1600,0
4,7.5264e+06,1.5956e+08,4704,1600,0
5,1.12896e+07,2.19771e+08,7056,1600,3
6,7.5264e+06,1.52786e+08,4704,1600,0
7,7.5264e+06,1.58054e+08,4704,1600,0
8,7.5264e+06,1.86655e+08,4704,1600,0
9,7.5264e+06,1.64076e+08,4704,1600,0
10,1.58054e+07,1.65581e+08,7056,2240,0
11,7.5264e+06,1.5956e+08,4704,1600,0
12,7.5264e+06,1.75365e+08,4704,1600,0
13,9.03168e+06,1.80634e+08,7056,1280,0
14,7.5264e+06,1.97192e+08,4704,1600,0
15,7.5264e+06,1.5956e+08,4704,1600,0
16,7.5264e+06,1.53539e+08,4704,1600,0
17,7.5264e+06,1.76118e+08,4704,1600,0
18,9.03168e+06,1.75365e+08,7056,1280,0
19,7.5264e+06,1.60312e+08,4704,1600,0
20,7.5264e+06,1.89665e+08,4704,1600,0
21,7.5264e+06,1.49023e+08,4704,1600,0
22,7.5264e+06,1.80634e+08,4704,1600,0
23,7.5264e+06,1.83644e+08,4704,1600,0
24,7.5264e+06,2.04718e+08,4704,1600,0
25,7.5264e+06,1.91923e+08,4704,1600,0
26,7.5264e+06,1.65581e+08,4704,1600,0
27,1.0537e+07,1.50528e+08,4704,2240,3
28,7.5264e+06,2.01708e+08,4704,1600,0
29,7.5264e+06,2.01708e+08,4704,1600,0
30,9.03168e+06,1.83644e+08,7056,1280,0
31,7.5264e+06,1.91923e+08,4704,1600,0
