id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,1.04832e+07,1.44561e+08,6552,1600,2
1,1.0537e+07,3.30893e+08,4704,2240,3
2,1.15315e+07,1.65016e+08,6552,1760,2
3,1.2096e+06,2.67537e+08,840,1440,1
4,2.25792e+07,2.15255e+08,14112,1600,3
5,1.15315e+07,1.32196e+08,6552,1760,2
6,3.61267e+07,3.83739e+08,14112,2560,3
7,2.9353e+07,3.56106e+08,7056,4160,0
8,1.0537e+07,2.87159e+08,4704,2240,3
9,1.0537e+07,2.15255e+08,4704,2240,0
10,3.61267e+07,3.76965e+08,14112,2560,3
11,5.79533e+07,4.2258e+08,25872,2240,0
12,7.5264e+06,2.84498e+08,4704,1600,0
13,7.5264e+06,2.69445e+08,4704,1600,0
14,3.7632e+07,3.56106e+08,4704,8000,3
15,1.12896e+07,3.22883e+08,7056,1600,3
16,1.2096e+06,2.31114e+08,840,1440,1
17,2.55898e+07,2.15255e+08,4704,5440,0
18,9.03168e+06,2.8224e+08,7056,1280,0
19,4.89216e+07,4.13388e+08,11760,4160,0
20,1.2096e+06,2.68289e+08,840,1440,1
21,1.15315e+07,1.55985e+08,6552,1760,2
22,1.2096e+06,2.22835e+08,840,1440,1
23,1.80634e+07,2.15255e+08,14112,1280,3
24,7.5264e+06,2.75708e+08,4704,1600,0
25,7.5264e+06,2.47511e+08,4704,1600,0
26,1.50528e+07,2.98691e+08,11760,1280,0
27,1.80634e+07,3.15356e+08,14112,1280,3
28,1.04832e+07,1.5284e+08,6552,1600,2
29,5.79533e+07,3.67503e+08,25872,2240,3
30,2.63424e+07,4.95936e+08,11760,2240,3
31,1.12896e+07,2.8724e+08,7056,1600,0
32,1.15315e+07,1.46657e+08,6552,1760,2
