0,11
0,10
1,40
1,10
2,69
2,28
3,2
3,1
4,68
4,54
5,66
5,54
6,67
6,28
7,62
7,29
8,57
8,29
9,47
9,49
10,55
10,35
11,44
11,38
12,19
12,26
13,50
13,43
14,53
14,59
15,61
15,1
16,65
16,20
17,69
17,28
18,11
18,10
19,63
19,59
20,68
20,54
21,61
21,1
22,64
22,7
23,51
23,52
24,34
24,48
25,42
25,18
26,23
26,36
27,14
27,13
28,53
28,59
29,32
29,27
29,38
29,48
29,21
29,24
29,36
29,18
29,26
29,17
29,20
29,49
29,43
29,52
29,35
29,58
29,62
29,53
29,68
29,69
29,14
29,11
29,64
29,61
30,39
30,21
31,14
31,13
32,31
32,27
33,33
33,17
34,64
34,7
35,37
35,7
36,15
36,13
37,56
37,58
38,22
38,31
38,44
38,34
38,39
38,25
38,23
38,42
38,19
38,33
38,65
38,47
38,50
38,51
38,55
38,56
38,57
38,63
38,66
38,67
38,15
38,40
38,37
38,2
39,22
39,32
41,62
41,29
42,25
42,24
