11,0
10,0
40,1
10,1
69,2
28,2
2,3
1,3
68,4
54,4
66,5
54,5
67,6
28,6
62,7
29,7
57,8
29,8
47,9
49,9
55,10
35,10
44,11
38,11
19,12
26,12
50,13
43,13
53,14
59,14
61,15
1,15
65,16
20,16
69,17
28,17
11,18
10,18
63,19
59,19
68,20
54,20
61,21
1,21
64,22
7,22
51,23
52,23
34,24
48,24
42,25
18,25
23,26
36,26
14,27
13,27
53,28
59,28
32,29
27,29
38,29
48,29
21,29
24,29
36,29
18,29
26,29
17,29
20,29
49,29
43,29
52,29
35,29
58,29
62,29
53,29
68,29
69,29
14,29
11,29
64,29
61,29
39,30
21,30
14,31
13,31
31,32
27,32
33,33
17,33
64,34
7,34
37,35
7,35
15,36
13,36
56,37
58,37
22,38
31,38
44,38
34,38
39,38
25,38
23,38
42,38
19,38
33,38
65,38
47,38
50,38
51,38
55,38
56,38
57,38
63,38
66,38
67,38
15,38
40,38
37,38
2,38
22,39
32,39
62,41
29,41
25,42
24,42
