id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,4.29005e+07,6.86408e+08,7056,6080,0
1,4.29005e+07,6.86408e+08,7056,6080,0
2,4.29005e+07,6.86408e+08,7056,6080,0
3,4.29005e+07,6.86408e+08,7056,6080,0
4,4.29005e+07,6.86408e+08,7056,6080,0
5,4.29005e+07,6.86408e+08,7056,6080,0
6,4.29005e+07,6.86408e+08,7056,6080,0
7,4.29005e+07,6.86408e+08,7056,6080,0
8,4.29005e+07,6.86408e+08,7056,6080,0
9,4.29005e+07,6.86408e+08,7056,6080,0
10,4.29005e+07,6.86408e+08,7056,6080,0
11,4.29005e+07,6.86408e+08,7056,6080,0
12,4.29005e+07,6.86408e+08,7056,6080,0
13,4.29005e+07,6.86408e+08,7056,6080,0
14,4.29005e+07,6.86408e+08,7056,6080,0
15,4.29005e+07,6.86408e+08,7056,6080,0
