id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,5.26176e+08,3.61267e+09,22680,23200,1
1,2.73773e+08,3.36027e+09,16296,16800,1
2,1.20422e+07,2.76515e+09,4704,2560,3
3,3.04886e+09,4.44875e+09,54600,55840,1
4,5.26176e+08,4.22013e+09,22680,23200,1
5,6.02112e+06,4.74029e+09,4704,1280,0
6,1.35475e+07,1.16525e+09,4704,2880,3
7,1.35475e+07,7.81052e+09,4704,2880,3
8,6.02112e+06,3.62471e+09,4704,1280,0
9,7.5264e+06,1.95686e+07,4704,1600,3
10,1.20422e+07,7.27502e+09,4704,2560,3
11,6.02112e+06,4.21411e+09,4704,1280,0
12,5.26176e+08,4.22013e+09,22680,23200,1
13,6.02112e+06,4.74029e+09,4704,1280,0
14,7.5264e+06,2.2176e+09,4704,1600,3
15,1.20422e+07,8.86287e+09,4704,2560,3
16,3.04886e+09,4.44875e+09,54600,55840,1
17,6.02112e+06,4.21411e+09,4704,1280,0
18,5.26176e+08,3.61267e+09,22680,23200,1
19,1.80634e+07,7.27502e+09,7056,2560,3
20,2.73773e+08,3.36027e+09,16296,16800,1
21,6.02112e+06,3.62471e+09,4704,1280,0
