id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,1.51281e+08,2.04116e+09,7056,21440,0
1,2.48371e+07,1.67839e+09,7056,3520,0
2,5.84801e+08,1.99149e+09,7056,82880,3
3,1.97192e+08,1.55194e+09,4704,41920,3
4,1.15606e+09,2.28803e+09,7056,163840,3
5,2.48371e+07,1.67839e+09,7056,3520,0
6,2.48371e+07,2.18868e+09,7056,3520,0
7,2.48371e+07,1.52711e+09,7056,3520,0
8,2.48371e+07,2.18868e+09,7056,3520,0
9,2.48371e+07,2.23835e+09,7056,3520,0
10,2.48371e+07,1.52711e+09,7056,3520,0
11,2.48371e+07,2.23835e+09,7056,3520,0
