id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,2.86003e+07,1.86579e+09,4704,6080,0
1,4.06426e+07,1.83456e+09,4704,8640,0
2,1.65581e+07,1.8923e+09,4704,3520,3
3,2.01708e+08,1.67048e+09,9408,21440,3
4,1.16364e+08,1.57732e+09,18648,6240,2
5,2.86003e+07,1.77322e+09,4704,6080,0
6,3.68794e+08,1.77322e+09,32928,11200,0
7,2.28803e+08,2.10814e+09,37632,6080,3
8,2.63424e+07,1.77322e+09,11760,2240,3
9,4.29005e+07,1.77322e+09,7056,6080,3
10,2.48371e+07,2.54543e+09,7056,3520,0
11,2.63424e+07,1.53178e+09,11760,2240,0
12,2.06976e+06,7.74735e+08,1176,1760,1
13,1.8816e+07,1.39539e+09,11760,1600,3
14,3.85352e+08,2.80939e+09,9408,40960,3
15,3.38688e+07,1.42399e+09,7056,4800,0
16,2.48371e+07,1.39916e+09,7056,3520,0
17,2.7095e+07,1.8923e+09,21168,1280,0
18,2.95788e+08,1.97907e+09,7056,41920,3
19,5.2416e+07,4.98651e+08,12600,4160,2
20,2.06976e+06,4.98651e+08,1176,1760,1
21,2.06976e+06,4.98651e+08,1176,1760,1
22,1.55796e+08,1.60742e+09,21168,7360,0
23,2.06976e+06,6.76543e+08,1176,1760,1
24,4.6368e+07,3.93604e+08,12600,3680,2
25,2.06976e+06,1.57732e+09,1176,1760,1
26,2.48371e+07,1.77322e+09,7056,3520,0
27,2.06976e+06,1.57732e+09,1176,1760,1
28,1.24938e+08,2.33469e+09,4704,26560,3
29,3.38688e+07,1.39916e+09,7056,4800,0
30,4.6368e+07,3.93604e+08,12600,3680,2
31,2.06976e+06,6.76543e+08,1176,1760,1
32,3.38688e+07,1.93939e+09,11760,2880,0
33,6.74365e+08,2.01761e+09,32928,20480,3
34,5.72006e+07,1.61554e+09,9408,6080,3
35,1.8816e+07,1.39539e+09,11760,1600,0
36,1.66333e+08,1.83456e+09,39984,4160,0
37,5.2416e+07,4.98651e+08,12600,4160,2
38,3.38688e+07,1.77322e+09,21168,1600,0
39,2.06976e+06,7.74735e+08,1176,1760,1
40,1.16364e+08,1.57732e+09,18648,6240,2
