id,is_symmetric_net,is_global_net,is_pin_net,degree,sum_of_degree_of_neighbor_nets,HPWL
0,2,0,0,2,40,88680
1,2,0,1,3,48,112248
2,2,0,0,2,30,3520
3,2,0,1,5,65,110160
4,0,0,0,2,19,24240
5,0,0,0,6,39,93016
6,0,0,1,2,38,63792
7,2,0,0,5,68,129016
8,2,0,1,5,65,123928
9,2,0,0,5,68,120536
10,0,0,0,6,68,118560
11,0,0,0,2,23,90208
12,2,0,0,2,40,88680
13,0,0,0,5,53,27304
14,0,0,0,2,32,15960
15,0,0,0,2,39,36936
16,0,0,1,4,50,45384
17,0,0,0,3,41,27768
18,0,1,0,11,76,116992
19,0,0,0,5,36,87408
20,0,0,0,2,28,53928
21,2,0,0,3,42,37096
22,0,0,0,5,28,64152
23,2,0,0,2,39,73224
24,0,0,0,2,23,32328
25,2,0,0,2,39,73224
26,0,0,0,5,48,81688
27,2,0,1,3,48,105208
28,0,0,0,2,34,88112
29,0,0,0,2,28,16736
30,0,1,0,16,106,146920
31,2,0,0,3,42,35176
32,0,0,0,2,42,14432
33,2,0,0,2,36,6080
34,0,0,0,4,47,109248
