id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,1.58054e+07,2.23534e+08,7056,2240,3
1,1.58054e+07,3.81588e+08,7056,2240,3
2,1.0537e+07,3.40946e+08,4704,2240,1
3,7.22534e+07,4.02662e+08,7056,10240,3
4,1.0537e+07,3.7632e+08,4704,2240,0
5,1.0537e+07,1.60312e+08,4704,2240,0
6,1.58054e+08,3.40946e+08,14112,11200,3
7,1.0537e+07,3.40946e+08,4704,2240,1
8,5.26848e+07,3.56751e+08,23520,2240,0
9,2.48371e+07,1.70849e+08,7056,3520,3
10,1.0537e+07,1.60312e+08,4704,2240,0
11,1.0537e+07,3.7632e+08,4704,2240,0
