id,area,sum_of_area_of_neighbor_device,height,width,device_type
0,7.5264e+06,3.46214e+07,4704,1600,3
1,7.5264e+06,6.17165e+07,4704,1600,3
2,7.5264e+06,4.66637e+07,4704,1600,3
3,7.5264e+06,4.13092e+08,4704,1600,3
4,1.20422e+07,4.25134e+08,4704,2560,3
5,1.89235e+08,4.0406e+08,13440,14080,1
6,6.02112e+06,2.32888e+08,4704,1280,0
7,7.5264e+06,3.46214e+07,4704,1600,3
8,1.89235e+08,4.0406e+08,13440,14080,1
9,6.02112e+06,2.32888e+08,4704,1280,0
10,6.02112e+06,4.66637e+07,4704,1280,0
11,6.02112e+06,4.66637e+07,4704,1280,0
